id,name,instructions,prep_time,cook_time,complexity,cuisine_type,meal_type,calories,protein,carbs,fats,is_vegetarian,is_vegan,is_gluten_free,is_dairy_free,diabetes_friendly,hypertension_friendly,heart_healthy,low_fodmap,renal_friendly,glycemic_impact,dash_diet_score,anti_inflammatory_score,omega3_content,fiber_content,prep_difficulty,equipment_required,batch_cook_friendly,meal_prep_time,cost_rating,ingredient_accessibility,flavor_profile,texture_profile,optimal_serving_times,seasonality,satiety_index,palatability_score,keto_compatible,paleo_compatible,vegan_compatible,energy_density,meal_completeness,estimated_cost,serving_temperature
79,Recipe_79_Asian_dinner,Instructions for recipe 79,29,30,Intermediate,Asian,dinner,1013.2,65.1,110.2,37.9,0,0,0,0,0,1,1,1,1,89.9,3.8,4.7,0.7,7.1,Beginner,Professional,1,26,$$$,Specialty,Spicy,Chewy,Anytime,Winter,5.6,8.3,0,1,0,High,Side Dish,19.3,Hot
80,Recipe_80_Mediterranean_lunch,Instructions for recipe 80,14,13,Basic,Mediterranean,lunch,77.5,3.6,13.4,2.0,0,0,0,0,0,1,1,0,0,25.9,0.5,3.6,0.2,3.0,Advanced,Basic,1,15,$,Specialty,Savory,Soft,Morning,Winter,5.2,3.3,0,1,0,High,Side Dish,15.19,Room Temp
81,Recipe_81_Indian_breakfast,Instructions for recipe 81,5,6,Basic,Indian,breakfast,204.8,14.9,23.5,14.3,1,0,0,0,1,0,1,0,1,77.9,6.1,1.9,1.4,10.4,Advanced,Specialized,0,52,$$,Specialty,Sweet,Chewy,Morning,All Season,4.0,3.5,0,1,0,Medium,Side Dish,17.75,Cold
82,Recipe_82_Mediterranean_dinner,Instructions for recipe 82,52,82,Advanced,Mediterranean,dinner,718.9,35.2,31.6,44.3,1,0,1,0,0,1,0,1,0,5.3,0.3,3.4,2.9,10.8,Advanced,Basic,1,15,$$,Common,Sweet,Crispy,Evening,Winter,1.8,2.8,0,0,0,Medium,Snack,4.82,Room Temp
83,Recipe_83_Indian_dinner,Instructions for recipe 83,15,30,Basic,Indian,dinner,525.1,38.3,26.3,17.8,0,0,0,0,1,1,0,0,0,34.4,9.1,0.9,3.9,11.3,Beginner,Professional,1,5,$,Specialty,Bitter,Creamy,Morning,Winter,9.2,0.5,0,1,0,High,Side Dish,18.2,Cold
84,Recipe_84_Mediterranean_snack,Instructions for recipe 84,26,35,Intermediate,Mediterranean,snack,1041.9,66.6,117.2,41.1,0,0,0,0,0,1,0,0,1,65.3,4.6,7.5,2.9,10.9,Intermediate,Professional,1,73,$$$,Specialty,Umami,Creamy,Evening,Summer,9.3,9.5,0,1,1,Medium,Side Dish,7.22,Room Temp
85,Recipe_85_Mediterranean_breakfast,Instructions for recipe 85,55,111,Advanced,Mediterranean,breakfast,913.8,50.1,109.8,54.0,0,0,0,0,1,1,1,0,0,71.5,0.8,0.0,2.2,14.8,Intermediate,Specialized,1,77,$$$,Rare,Savory,Creamy,Afternoon,Spring,4.1,8.9,1,1,1,Medium,Side Dish,19.69,Hot
86,Recipe_86_Western_dinner,Instructions for recipe 86,37,54,Intermediate,Western,dinner,777.5,56.2,89.2,36.0,0,0,0,0,0,0,1,0,0,12.4,2.8,4.9,3.8,9.6,Intermediate,Professional,1,74,$,Rare,Bitter,Soft,Morning,Fall,3.7,0.8,0,0,0,Low,Snack,10.35,Cold
87,Recipe_87_Asian_snack,Instructions for recipe 87,16,9,Basic,Asian,snack,365.4,15.0,48.2,21.0,0,0,0,0,1,0,0,1,0,92.8,8.7,0.7,0.0,4.6,Advanced,Professional,1,40,$$$,Common,Bitter,Crunchy,Afternoon,Summer,4.9,8.0,0,0,0,Medium,Side Dish,4.9,Hot
88,Recipe_88_Western_breakfast,Instructions for recipe 88,82,106,Advanced,Western,breakfast,929.5,39.6,94.5,41.5,0,0,0,0,0,0,0,1,1,1.7,0.8,6.8,0.4,8.6,Intermediate,Basic,0,68,$,Rare,Umami,Crispy,Morning,Winter,0.9,0.5,1,0,0,Low,Snack,15.14,Room Temp
89,Recipe_89_Mediterranean_breakfast,Instructions for recipe 89,14,30,Basic,Mediterranean,breakfast,114.3,1.6,17.1,1.1,0,0,0,0,1,1,0,0,1,19.7,7.7,1.7,0.8,1.8,Beginner,Professional,1,73,$,Rare,Spicy,Soft,Evening,Winter,2.1,7.3,1,1,1,High,Side Dish,3.43,Room Temp
90,Recipe_90_Indian_lunch,Instructions for recipe 90,24,39,Intermediate,Indian,lunch,855.7,35.1,132.9,39.8,0,0,0,0,0,0,0,1,1,49.2,6.1,0.9,3.2,7.2,Intermediate,Basic,1,61,$$,Common,Bitter,Soft,Afternoon,Summer,9.3,7.5,1,1,1,High,Complete Meal,12.76,Cold
91,Recipe_91_Indian_snack,Instructions for recipe 91,18,19,Basic,Indian,snack,230.2,8.8,23.1,7.4,0,0,0,0,0,0,0,1,1,83.0,9.1,7.7,2.3,4.4,Advanced,Basic,1,102,$,Common,Sweet,Creamy,Afternoon,Winter,3.8,6.0,1,1,1,Low,Complete Meal,10.45,Hot
92,Recipe_92_Indian_snack,Instructions for recipe 92,5,10,Basic,Indian,snack,672.7,40.3,36.6,39.6,1,0,0,0,0,0,0,0,1,86.9,1.0,9.6,4.8,2.2,Beginner,Basic,1,97,$$$,Specialty,Savory,Crunchy,Morning,Fall,4.6,7.3,1,1,1,High,Side Dish,19.94,Room Temp
93,Recipe_93_Indian_lunch,Instructions for recipe 93,61,82,Advanced,Indian,lunch,474.5,16.0,78.4,25.4,0,0,0,0,1,1,1,0,1,96.8,8.9,4.0,2.9,4.4,Advanced,Specialized,0,42,$$$,Common,Umami,Soft,Morning,All Season,9.3,0.3,1,0,1,Low,Complete Meal,18.8,Hot
94,Recipe_94_Indian_lunch,Instructions for recipe 94,17,30,Intermediate,Indian,lunch,716.7,49.1,11.1,53.6,0,0,0,1,1,0,1,1,1,22.4,2.2,3.9,3.7,10.7,Intermediate,Specialized,1,24,$$$,Rare,Sweet,Crispy,Afternoon,Spring,0.7,9.4,1,0,0,Low,Side Dish,11.19,Hot
95,Recipe_95_Mexican_breakfast,Instructions for recipe 95,14,14,Basic,Mexican,breakfast,170.2,6.5,35.7,4.5,0,0,0,0,0,1,1,0,0,43.5,2.3,7.7,2.4,12.1,Beginner,Specialized,0,115,$$,Rare,Spicy,Crispy,Afternoon,Winter,1.9,2.4,0,0,0,Medium,Snack,9.82,Room Temp
96,Recipe_96_Mexican_snack,Instructions for recipe 96,37,23,Intermediate,Mexican,snack,775.6,64.0,45.1,34.6,0,0,0,0,0,0,1,0,1,74.6,8.0,6.9,0.6,13.2,Intermediate,Specialized,1,43,$$,Common,Sweet,Crunchy,Evening,All Season,7.4,5.5,1,1,0,Medium,Complete Meal,6.09,Cold
97,Recipe_97_Asian_breakfast,Instructions for recipe 97,22,31,Intermediate,Asian,breakfast,928.5,35.2,158.8,49.2,0,0,0,0,1,1,0,0,1,34.8,1.4,7.1,3.5,10.5,Advanced,Basic,1,78,$$$,Common,Savory,Chewy,Evening,Fall,6.7,6.0,1,0,1,Medium,Complete Meal,9.73,Hot
98,Recipe_98_Asian_snack,Instructions for recipe 98,31,60,Intermediate,Asian,snack,1225.6,65.3,123.1,51.4,0,0,0,0,1,1,1,0,1,24.1,7.5,6.2,4.5,9.5,Beginner,Professional,0,32,$$$,Specialty,Spicy,Chewy,Anytime,Summer,6.8,3.1,1,1,0,High,Side Dish,4.13,Hot
99,Recipe_99_Indian_dinner,Instructions for recipe 99,24,27,Intermediate,Indian,dinner,731.4,24.3,64.5,44.0,0,0,0,0,0,1,1,0,0,31.3,2.0,3.6,1.9,10.9,Intermediate,Specialized,0,9,$$,Rare,Spicy,Chewy,Morning,Summer,5.4,7.7,0,1,0,High,Snack,5.57,Cold
100,Recipe_100_Mexican_dinner,Instructions for recipe 100,13,21,Basic,Mexican,dinner,210.4,9.4,48.7,8.7,1,0,0,0,0,0,0,0,1,88.7,2.5,9.3,1.1,2.4,Intermediate,Specialized,0,57,$,Rare,Bitter,Crispy,Evening,All Season,2.9,1.3,0,0,1,High,Side Dish,6.08,Room Temp
101,Recipe_101_Indian_snack,Instructions for recipe 101,19,28,Intermediate,Indian,snack,617.4,50.9,22.6,38.8,0,0,1,0,1,1,0,1,1,71.1,1.4,5.8,4.7,8.6,Intermediate,Basic,0,98,$$$,Rare,Sweet,Chewy,Morning,Winter,5.2,3.1,0,0,1,Low,Snack,13.89,Hot
102,Recipe_102_Mediterranean_lunch,Instructions for recipe 102,27,27,Intermediate,Mediterranean,lunch,226.6,3.6,34.7,11.5,1,0,0,1,0,0,0,0,0,61.2,3.9,4.3,4.4,1.6,Intermediate,Specialized,0,32,$$$,Specialty,Bitter,Crunchy,Evening,Fall,0.8,9.2,1,0,1,High,Side Dish,17.3,Cold
103,Recipe_103_Mexican_lunch,Instructions for recipe 103,65,112,Advanced,Mexican,lunch,1143.1,74.3,98.7,58.1,0,0,0,1,0,1,0,0,0,93.0,6.8,2.5,2.5,11.5,Intermediate,Specialized,0,28,$,Specialty,Sweet,Crispy,Afternoon,Winter,1.5,7.8,1,1,1,Low,Complete Meal,16.15,Hot
104,Recipe_104_Asian_dinner,Instructions for recipe 104,16,28,Basic,Asian,dinner,658.3,22.3,70.0,23.7,1,0,0,0,1,0,0,1,1,58.3,4.3,1.6,2.1,10.5,Intermediate,Basic,1,80,$$,Rare,Bitter,Creamy,Evening,Fall,1.6,0.1,0,1,0,High,Complete Meal,6.39,Room Temp
105,Recipe_105_Asian_snack,Instructions for recipe 105,13,28,Basic,Asian,snack,437.2,19.2,32.7,26.3,0,0,0,0,0,0,1,1,0,53.2,4.2,2.8,4.1,11.0,Beginner,Specialized,1,38,$,Common,Sweet,Chewy,Evening,Spring,3.5,3.5,1,0,1,High,Snack,11.79,Room Temp
106,Recipe_106_Asian_dinner,Instructions for recipe 106,8,17,Basic,Asian,dinner,259.4,7.1,19.1,12.0,1,0,0,0,0,0,1,0,1,52.5,7.1,8.9,2.0,4.4,Advanced,Professional,1,95,$,Rare,Spicy,Crunchy,Evening,Spring,3.5,4.0,0,1,1,High,Complete Meal,5.47,Cold
107,Recipe_107_Indian_dinner,Instructions for recipe 107,6,11,Basic,Indian,dinner,461.1,15.2,100.2,13.4,0,0,0,0,1,1,1,1,0,48.3,2.5,6.7,1.0,1.9,Advanced,Specialized,1,6,$$$,Specialty,Sweet,Soft,Evening,All Season,5.0,4.1,1,1,1,Medium,Complete Meal,5.84,Room Temp
108,Recipe_108_Asian_snack,Instructions for recipe 108,40,26,Intermediate,Asian,snack,1320.7,71.1,133.5,60.4,0,0,0,0,1,1,0,1,0,96.9,2.5,4.5,2.3,0.0,Advanced,Basic,1,41,$$$,Rare,Savory,Creamy,Afternoon,Winter,7.0,9.8,1,1,0,Low,Complete Meal,9.7,Cold
109,Recipe_109_Mediterranean_breakfast,Instructions for recipe 109,17,19,Basic,Mediterranean,breakfast,690.3,45.2,36.0,47.8,1,0,0,0,1,0,0,1,1,26.3,9.0,2.7,4.8,4.5,Intermediate,Basic,1,75,$$$,Common,Bitter,Creamy,Afternoon,Spring,3.3,8.0,1,0,1,Low,Snack,11.2,Room Temp
110,Recipe_110_Mediterranean_breakfast,Instructions for recipe 110,39,24,Intermediate,Mediterranean,breakfast,725.9,26.3,78.3,30.9,0,0,0,0,0,1,0,1,1,76.3,5.5,9.3,0.9,8.6,Beginner,Professional,1,58,$$$,Specialty,Sweet,Creamy,Afternoon,All Season,0.1,0.7,1,0,0,Medium,Side Dish,17.83,Hot
111,Recipe_111_Asian_snack,Instructions for recipe 111,28,37,Intermediate,Asian,snack,625.2,26.4,79.5,23.8,0,0,0,1,1,0,0,1,0,40.5,0.8,3.7,4.0,4.0,Beginner,Professional,1,29,$$,Common,Spicy,Crispy,Evening,Summer,3.1,8.3,1,1,1,Medium,Side Dish,2.88,Cold
112,Recipe_112_Asian_breakfast,Instructions for recipe 112,14,22,Basic,Asian,breakfast,582.6,11.8,15.2,52.6,1,0,0,0,1,1,0,1,0,45.6,4.5,5.9,2.1,4.4,Intermediate,Basic,0,99,$$$,Specialty,Sweet,Crispy,Evening,All Season,9.3,3.6,0,0,0,Medium,Snack,17.33,Hot
113,Recipe_113_Western_snack,Instructions for recipe 113,32,32,Intermediate,Western,snack,1123.8,81.0,71.7,64.5,0,0,0,0,1,0,0,1,0,14.8,0.5,3.1,1.9,14.2,Beginner,Professional,1,11,$$$,Specialty,Umami,Chewy,Morning,Summer,3.4,7.7,0,0,1,Medium,Side Dish,10.78,Cold
114,Recipe_114_Asian_dinner,Instructions for recipe 114,24,53,Intermediate,Asian,dinner,245.1,6.6,53.4,9.5,0,0,0,0,0,1,0,1,1,50.8,6.2,0.6,1.6,2.9,Beginner,Basic,1,72,$,Rare,Umami,Creamy,Anytime,Winter,0.7,7.5,1,0,0,Medium,Snack,11.87,Cold
115,Recipe_115_Mexican_snack,Instructions for recipe 115,8,30,Basic,Mexican,snack,900.5,42.9,150.4,50.1,0,0,0,0,0,1,0,1,1,11.0,2.6,2.0,4.8,14.4,Beginner,Specialized,0,22,$$$,Rare,Savory,Soft,Anytime,Winter,7.4,5.7,0,0,0,Medium,Side Dish,12.24,Cold
116,Recipe_116_Mexican_lunch,Instructions for recipe 116,5,22,Basic,Mexican,lunch,588.8,12.6,70.6,29.9,0,0,0,0,1,1,0,1,0,60.1,8.7,6.3,2.9,4.9,Beginner,Basic,1,12,$,Specialty,Spicy,Creamy,Morning,Winter,2.8,1.2,0,1,1,High,Snack,6.3,Hot
117,Recipe_117_Mediterranean_lunch,Instructions for recipe 117,37,29,Intermediate,Mediterranean,lunch,618.1,22.4,117.5,12.7,0,0,0,0,0,0,1,0,1,21.9,4.6,9.0,0.4,9.6,Advanced,Basic,0,85,$$,Common,Savory,Crunchy,Afternoon,Winter,3.7,3.5,0,1,0,Low,Side Dish,9.09,Room Temp
118,Recipe_118_Asian_snack,Instructions for recipe 118,8,28,Basic,Asian,snack,717.3,54.5,53.9,37.9,0,0,0,0,1,1,0,1,0,8.9,7.3,8.3,2.5,14.1,Beginner,Professional,1,48,$$$,Common,Bitter,Soft,Afternoon,Fall,3.5,8.1,1,1,0,Medium,Snack,11.72,Hot
119,Recipe_119_Mediterranean_dinner,Instructions for recipe 119,88,99,Advanced,Mediterranean,dinner,1498.7,73.7,92.1,82.2,0,0,0,0,0,1,1,1,0,86.1,6.5,6.2,1.9,12.7,Intermediate,Basic,1,40,$,Rare,Savory,Crunchy,Evening,Summer,1.4,1.6,1,0,1,High,Snack,17.65,Cold
120,Recipe_120_Mediterranean_snack,Instructions for recipe 120,64,98,Advanced,Mediterranean,snack,999.3,47.7,89.4,64.8,0,0,0,0,1,1,1,0,1,47.8,6.2,2.3,1.5,1.8,Beginner,Professional,0,70,$$,Rare,Savory,Soft,Morning,Winter,2.8,3.0,1,1,0,High,Snack,16.77,Room Temp
121,Recipe_121_Western_snack,Instructions for recipe 121,76,107,Advanced,Western,snack,748.4,17.6,41.6,59.2,0,0,0,0,1,0,1,1,0,24.5,1.2,2.3,1.7,0.9,Advanced,Specialized,0,100,$$,Common,Bitter,Creamy,Morning,Summer,3.6,1.4,1,0,1,Low,Complete Meal,3.72,Room Temp
122,Recipe_122_Indian_dinner,Instructions for recipe 122,9,19,Basic,Indian,dinner,375.6,30.4,12.1,17.7,1,1,1,0,1,1,1,1,0,50.3,8.6,8.1,0.9,2.1,Beginner,Basic,1,102,$$$,Specialty,Spicy,Crunchy,Afternoon,Summer,6.0,7.4,0,0,1,Medium,Snack,14.55,Cold
123,Recipe_123_Indian_snack,Instructions for recipe 123,72,114,Advanced,Indian,snack,769.5,21.2,107.7,35.5,0,0,0,1,0,0,1,1,1,95.0,1.7,9.7,1.0,12.0,Advanced,Specialized,0,54,$$,Common,Umami,Crispy,Evening,All Season,0.7,3.1,0,1,0,Low,Complete Meal,11.35,Cold
124,Recipe_124_Mexican_breakfast,Instructions for recipe 124,16,34,Intermediate,Mexican,breakfast,887.3,59.3,93.1,63.4,0,0,0,0,0,1,1,1,0,18.3,3.5,6.8,1.4,4.6,Advanced,Basic,0,35,$$$,Specialty,Savory,Chewy,Morning,Fall,1.0,0.2,1,0,0,High,Snack,4.24,Cold
125,Recipe_125_Indian_snack,Instructions for recipe 125,13,21,Basic,Indian,snack,227.4,5.2,7.9,17.2,0,0,1,0,0,1,1,0,1,2.8,9.4,2.7,0.6,13.7,Beginner,Professional,1,37,$,Rare,Spicy,Crunchy,Anytime,All Season,3.7,7.0,0,1,0,Low,Complete Meal,2.27,Cold
126,Recipe_126_Mediterranean_dinner,Instructions for recipe 126,89,84,Advanced,Mediterranean,dinner,854.9,47.0,83.4,57.1,1,1,0,0,0,0,1,0,1,61.9,3.7,2.4,3.2,8.2,Beginner,Basic,1,28,$$,Common,Bitter,Chewy,Morning,Fall,5.1,0.4,1,1,0,High,Complete Meal,4.58,Room Temp
127,Recipe_127_Mexican_lunch,Instructions for recipe 127,15,12,Basic,Mexican,lunch,243.8,5.9,8.7,25.2,0,0,1,0,1,0,1,1,1,28.8,5.6,3.0,0.4,14.7,Beginner,Specialized,0,28,$,Rare,Spicy,Creamy,Anytime,Summer,3.4,3.8,0,0,0,High,Side Dish,10.6,Room Temp
128,Recipe_128_Mexican_lunch,Instructions for recipe 128,22,55,Intermediate,Mexican,lunch,938.1,58.4,51.5,48.6,0,0,0,0,0,1,0,1,1,52.3,4.4,6.1,1.1,6.4,Advanced,Professional,0,19,$,Specialty,Spicy,Creamy,Afternoon,Spring,3.8,4.3,0,1,0,Low,Snack,2.35,Room Temp
129,Recipe_129_Mexican_dinner,Instructions for recipe 129,79,66,Advanced,Mexican,dinner,1448.9,105.0,119.4,67.6,0,0,0,0,1,0,0,0,1,24.8,2.7,3.9,4.0,10.4,Beginner,Basic,1,81,$,Specialty,Sweet,Crispy,Evening,All Season,7.5,8.8,0,1,0,Low,Side Dish,9.43,Room Temp
130,Recipe_130_Mediterranean_lunch,Instructions for recipe 130,20,25,Basic,Mediterranean,lunch,243.4,9.7,10.5,15.8,0,0,0,0,1,1,1,0,0,51.0,1.5,6.2,3.4,14.6,Advanced,Specialized,0,68,$$,Specialty,Spicy,Soft,Evening,Summer,4.7,7.8,0,0,1,High,Complete Meal,4.3,Cold
131,Recipe_131_Mediterranean_lunch,Instructions for recipe 131,20,9,Basic,Mediterranean,lunch,814.4,27.3,51.8,62.0,1,0,0,1,0,0,1,1,1,10.2,6.4,4.6,4.8,5.5,Advanced,Specialized,1,94,$,Specialty,Umami,Crunchy,Morning,Summer,0.6,2.1,1,0,1,Medium,Snack,8.98,Hot
132,Recipe_132_Asian_snack,Instructions for recipe 132,19,12,Basic,Asian,snack,309.1,13.2,39.6,14.0,0,0,0,0,0,0,0,1,1,32.6,2.3,9.7,1.1,12.8,Intermediate,Professional,0,83,$,Common,Sweet,Crunchy,Anytime,Winter,5.1,5.6,0,0,0,High,Side Dish,12.01,Room Temp
133,Recipe_133_Mexican_breakfast,Instructions for recipe 133,5,22,Basic,Mexican,breakfast,99.8,0.1,1.5,10.5,0,0,0,0,0,0,1,1,0,73.9,2.0,4.5,3.5,3.2,Advanced,Professional,0,74,$,Common,Sweet,Chewy,Morning,All Season,3.8,9.5,1,1,1,Low,Side Dish,14.04,Cold
134,Recipe_134_Asian_snack,Instructions for recipe 134,84,93,Advanced,Asian,snack,1444.5,66.8,116.0,64.9,0,0,0,0,0,1,1,1,0,63.2,7.5,5.6,2.9,6.5,Beginner,Basic,0,68,$$,Rare,Savory,Soft,Afternoon,Summer,2.1,2.1,1,0,0,High,Complete Meal,13.97,Cold
135,Recipe_135_Western_breakfast,Instructions for recipe 135,12,12,Basic,Western,breakfast,631.2,38.7,47.9,49.7,0,0,0,0,1,1,0,0,1,60.6,9.9,2.8,3.4,10.1,Beginner,Basic,0,22,$,Rare,Umami,Crispy,Afternoon,Spring,8.0,6.6,0,1,0,Low,Side Dish,5.44,Cold
136,Recipe_136_Mexican_lunch,Instructions for recipe 136,12,6,Basic,Mexican,lunch,286.8,31.2,19.7,10.7,1,0,0,0,1,0,0,1,0,51.8,0.9,7.8,1.1,5.6,Beginner,Professional,0,56,$$$,Common,Spicy,Crunchy,Anytime,Summer,6.3,5.4,1,0,1,Medium,Complete Meal,2.75,Cold
137,Recipe_137_Indian_dinner,Instructions for recipe 137,25,48,Intermediate,Indian,dinner,885.4,47.7,79.5,32.4,0,0,0,0,1,1,1,0,0,13.0,9.7,9.8,3.3,14.1,Advanced,Specialized,1,56,$$$,Rare,Bitter,Chewy,Afternoon,Spring,7.0,1.9,1,0,1,High,Snack,5.98,Cold
138,Recipe_138_Indian_breakfast,Instructions for recipe 138,63,78,Advanced,Indian,breakfast,1464.8,88.2,128.6,67.0,0,0,0,0,0,1,1,0,0,69.9,1.9,8.0,1.9,2.8,Advanced,Specialized,0,95,$$$,Rare,Sweet,Chewy,Anytime,Spring,8.1,8.8,1,0,1,Low,Snack,14.03,Cold
139,Recipe_139_Mexican_dinner,Instructions for recipe 139,75,47,Advanced,Mexican,dinner,1318.3,81.3,190.8,48.0,0,0,0,0,0,1,1,1,1,98.2,1.7,2.9,0.5,9.2,Advanced,Basic,0,73,$$$,Rare,Sweet,Creamy,Evening,Winter,8.6,6.9,1,1,0,Low,Complete Meal,16.6,Hot
140,Recipe_140_Asian_breakfast,Instructions for recipe 140,84,115,Advanced,Asian,breakfast,824.6,40.0,98.4,37.9,0,0,0,1,1,1,0,0,0,14.4,5.3,3.2,1.6,6.6,Advanced,Professional,1,6,$,Specialty,Umami,Creamy,Afternoon,All Season,9.9,5.2,0,1,0,High,Snack,12.14,Hot
141,Recipe_141_Western_snack,Instructions for recipe 141,16,11,Basic,Western,snack,224.2,3.3,10.9,15.4,0,0,0,0,1,1,1,1,0,50.3,5.9,5.2,3.5,5.9,Beginner,Basic,1,9,$$,Specialty,Spicy,Soft,Evening,Summer,3.5,9.8,0,1,1,High,Side Dish,16.88,Cold
142,Recipe_142_Mexican_snack,Instructions for recipe 142,19,15,Basic,Mexican,snack,503.1,29.6,25.3,29.3,0,0,0,0,0,0,0,0,1,24.8,5.6,5.8,3.7,7.8,Advanced,Professional,0,37,$$,Common,Sweet,Creamy,Afternoon,Winter,7.3,0.0,1,1,0,Medium,Snack,18.96,Room Temp
143,Recipe_143_Western_breakfast,Instructions for recipe 143,25,34,Intermediate,Western,breakfast,365.2,24.5,59.9,8.6,0,0,0,1,0,1,1,1,1,40.0,6.9,4.3,3.8,9.4,Intermediate,Professional,0,86,$,Common,Bitter,Crunchy,Anytime,Spring,3.6,9.6,1,1,1,Low,Snack,18.27,Hot
144,Recipe_144_Asian_lunch,Instructions for recipe 144,35,40,Intermediate,Asian,lunch,942.8,72.7,57.6,59.5,0,0,1,0,0,1,0,1,0,30.8,9.3,8.9,0.7,3.2,Advanced,Professional,1,46,$$,Common,Bitter,Crunchy,Morning,All Season,9.3,1.1,1,0,0,High,Snack,10.66,Hot
145,Recipe_145_Mediterranean_breakfast,Instructions for recipe 145,11,10,Basic,Mediterranean,breakfast,549.5,13.7,105.6,15.1,0,0,0,0,0,0,1,1,1,86.8,4.0,1.5,4.6,10.4,Advanced,Specialized,1,46,$$$,Specialty,Savory,Crunchy,Afternoon,Summer,6.2,8.0,1,0,1,Low,Snack,8.71,Cold
146,Recipe_146_Indian_dinner,Instructions for recipe 146,16,28,Basic,Indian,dinner,198.2,8.3,19.4,3.2,0,0,1,0,0,0,0,0,1,10.9,6.7,9.6,3.8,0.4,Beginner,Specialized,0,106,$$$,Common,Bitter,Creamy,Anytime,Fall,1.5,1.3,1,0,1,High,Snack,11.24,Room Temp
147,Recipe_147_Mexican_dinner,Instructions for recipe 147,16,26,Basic,Mexican,dinner,290.4,11.2,63.2,6.3,0,0,0,0,0,0,1,1,0,37.2,6.4,4.4,3.8,2.7,Intermediate,Specialized,1,33,$$$,Rare,Bitter,Crispy,Evening,Spring,2.1,0.6,1,1,1,High,Complete Meal,16.96,Hot
148,Recipe_148_Mediterranean_lunch,Instructions for recipe 148,15,22,Basic,Mediterranean,lunch,981.1,83.1,64.3,76.6,0,0,0,0,1,0,1,1,1,7.5,1.4,9.3,4.7,9.2,Intermediate,Specialized,1,16,$$$,Specialty,Sweet,Creamy,Evening,All Season,2.2,0.5,1,1,1,High,Complete Meal,11.21,Cold
149,Recipe_149_Mexican_snack,Instructions for recipe 149,31,49,Intermediate,Mexican,snack,681.1,46.8,59.2,28.9,1,1,0,1,1,1,1,0,0,7.9,4.9,5.0,2.8,12.4,Beginner,Professional,1,53,$$$,Specialty,Sweet,Chewy,Afternoon,Fall,6.9,6.0,1,1,1,Medium,Side Dish,10.49,Hot
150,Recipe_150_Indian_breakfast,Instructions for recipe 150,13,16,Basic,Indian,breakfast,389.6,12.4,63.5,22.9,0,0,0,1,1,0,1,0,0,96.5,1.7,3.9,3.1,0.5,Beginner,Professional,0,75,$,Common,Sweet,Soft,Anytime,Winter,0.2,5.8,1,1,1,Medium,Complete Meal,7.07,Hot
151,Recipe_151_Indian_lunch,Instructions for recipe 151,10,21,Basic,Indian,lunch,714.3,40.8,75.6,32.6,1,0,0,0,1,1,1,0,1,39.8,9.2,4.2,1.8,13.1,Beginner,Specialized,1,11,$$,Rare,Savory,Crunchy,Morning,Spring,9.0,5.9,0,0,0,High,Snack,6.24,Hot
152,Recipe_152_Mediterranean_snack,Instructions for recipe 152,30,35,Intermediate,Mediterranean,snack,670.8,31.8,63.6,28.0,0,0,0,0,0,0,1,0,0,10.8,9.2,4.9,0.7,8.6,Advanced,Basic,1,67,$$,Specialty,Bitter,Crunchy,Evening,Winter,7.3,3.0,1,1,1,Medium,Snack,9.86,Room Temp
153,Recipe_153_Mexican_breakfast,Instructions for recipe 153,15,11,Basic,Mexican,breakfast,298.2,12.0,34.5,15.4,0,0,1,0,0,1,0,1,0,17.3,0.3,3.8,0.2,8.6,Advanced,Specialized,0,40,$$$,Common,Savory,Chewy,Afternoon,Winter,0.0,2.9,1,1,0,High,Side Dish,3.78,Hot
154,Recipe_154_Western_snack,Instructions for recipe 154,65,91,Advanced,Western,snack,2162.4,165.1,105.2,119.5,0,0,1,0,1,1,1,1,0,3.2,0.3,5.5,2.4,9.6,Advanced,Specialized,0,90,$$$,Rare,Bitter,Crispy,Evening,Winter,2.6,9.5,1,1,1,High,Snack,7.1,Cold
155,Recipe_155_Indian_snack,Instructions for recipe 155,11,22,Basic,Indian,snack,467.8,14.5,41.9,36.0,0,0,0,0,0,0,0,0,1,55.1,2.6,4.6,0.7,8.2,Advanced,Specialized,0,10,$,Specialty,Umami,Creamy,Morning,Winter,2.6,5.5,1,1,1,High,Snack,18.7,Room Temp
156,Recipe_156_Indian_lunch,Instructions for recipe 156,14,25,Basic,Indian,lunch,172.9,9.0,37.4,2.1,1,1,0,1,0,1,1,0,0,7.6,9.9,8.2,0.7,13.4,Advanced,Basic,1,29,$$,Common,Savory,Chewy,Anytime,Summer,9.2,6.9,0,1,1,High,Snack,12.43,Cold
157,Recipe_157_Western_breakfast,Instructions for recipe 157,77,53,Advanced,Western,breakfast,630.4,23.5,110.7,29.1,1,0,0,0,0,0,1,1,1,0.8,8.7,1.9,3.9,9.2,Beginner,Professional,1,119,$$$,Rare,Spicy,Crunchy,Afternoon,All Season,5.2,2.4,0,1,0,Medium,Snack,14.1,Hot
158,Recipe_158_Asian_breakfast,Instructions for recipe 158,45,94,Advanced,Asian,breakfast,1029.7,45.7,38.1,68.2,0,0,0,0,1,0,1,0,0,33.6,7.9,6.2,3.0,9.7,Advanced,Professional,0,8,$$$,Common,Spicy,Creamy,Evening,Fall,5.0,9.5,0,1,1,Low,Snack,8.0,Hot
